,cell2_bc1018,520_1,cell2_bc1010,522_1,cell3_bc1010,26607014,19607016,cell3_bc1011,523_1,cell3_bc1009,64607015,518_1,cell2_bc1011,516_1,13607008,cell3_bc1008,cell2_bc1019,521_1,cell3_bc1017,13607012,61607011,cell2_bc1012,cell2_bc1021,cell3_bc1001,21607010,cell2_bc1020,cell2_bc1016,519_1,cell3_bc1003,cell2_bc1022,cell3_bc1016,61607009,cell3_bc1015,cell2_bc1009,62607013,517_1,cell2_bc1015,cell2_bc1017
6.0,0.0026693721797997,0.0170898558205491,0.3026282121792196,0.999417522284095,0.0250321180952031,0.0395647858361062,0.4621115156197461,0.6665316835381756,0.4338834275477772,0.8768422085608567,0.9732816156210696,0.2927857709931883,0.3883701425833979,0.0641566571273296,0.3581824391168179,0.3861075408864033,0.3203606000880559,0.0907565821534372,0.1515682492497397,0.3565928010877685,0.2566290222243305,0.1759238775950014,0.1615962559219274,0.4224016840101589,0.3405541040051135,0.709589192404846,0.5752394566548367,0.1215955283056645,0.4482624131002503,0.0008296367175807,0.2790937117733274,0.195342208981711,0.4156175951334316,0.3061515766676785,0.423273090980633,0.2635809657951786,0.2106329026180325,0.2749775742570901
7.0,0.2359856022042599,0.9102567565829024,0.3047315368137602,0.0713843840788436,0.4249259875872493,0.053427115502793,0.4674750058412519,0.665136299864384,0.4390436575127166,0.2176434318662304,0.999937241026844,0.2963515653213386,0.394054096767693,0.0771121283930265,0.9777751919117836,0.3922199978796878,0.3313537597677684,0.1126770669067783,0.1724802071720841,0.3624025262414114,0.2757061397641572,0.437144369819761,0.1855527443104085,0.4284528758628846,0.364234570844518,0.9865828471264158,0.376542946396614,0.1062706206325768,0.4324947352844484,0.5178056105896748,0.2869892116222474,0.1868707683908163,0.1016120373703234,0.3235098699610368,0.4283407051712295,0.2849653288884854,0.8163205394239943,0.3351967006083944
7.5,,,,,,,,,,,,,,0.0580165589910457,,,,,,,,,,,,,,,,,,,,,,,,
8.0,0.2493302726436017,0.042669326200793,0.5591844190790017,0.0895082181134536,0.1517804178537583,0.053083965363387,0.4657403567428378,0.0126016140862132,0.4521811037503199,0.2648874621442308,0.1366645094285327,0.3212636862808243,0.4160896494075294,0.0792892929530291,0.4015232478033894,0.4157383033490883,0.9652212502861338,0.0260173676495237,0.1941734944700638,0.3589555938640075,0.2889646148137316,0.4928841457338056,0.2256699743675572,0.4506605700685243,0.389723757865257,0.1187707381355049,0.4235652261294336,,0.4734491879230262,0.6136628181640462,0.321492351112031,0.2097425512931026,0.751863938273518,0.3443823744085034,0.4301176264090161,0.321555314954762,0.2476335592935843,0.4131396353604675
9.0,0.849545894225437,0.0251649428013419,0.3072974661117784,0.0554911772660764,0.1244024176713616,0.9991949857247504,0.4604556422874912,0.9747442151288056,0.4326993794486394,0.2137930785533524,0.9558804183662248,0.3103184743506298,0.4014742252560041,0.0634435228094259,0.3680959477353404,0.396084200454847,0.7427215455210094,0.6887958867141684,0.1442104472067512,0.3393062708654712,0.2606525607440484,0.4580340726109289,0.6483506884528563,0.4293157599171146,0.3440978781885996,0.5260470999196963,0.5422199274205395,,0.4491791142888105,0.5298405126549564,0.5514773329495676,0.1793870162783092,0.083725856227194,0.3216191384675708,0.4276785509992891,0.946488803398375,0.4353387086642685,0.3715584382702983
10.0,0.2245370547655049,0.9999999213306004,0.3474699292351607,5.484486102595363e-10,0.5922057767536396,0.9974248656246212,0.4707018213604934,0.2119548248667431,0.4681504235219299,0.1495618163867646,,0.1794715118893352,0.3934909343950381,0.1093553731473062,0.3950444274572525,0.4241359235684861,0.8908480878077338,0.1145962447832101,0.2173994153651317,0.9986041107310142,0.2824039248876779,0.2623132804680477,0.2014433744878099,0.4630657269559619,0.407237950618217,0.2556724560174313,0.4287985792364902,,0.4894236990323304,0.6157764555030645,0.3336518562858334,0.9999032655088628,0.1016120373703234,0.4071341891418965,0.448532452083079,0.0228498790632339,0.2075014153219659,0.3351967006083944
10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3153384800626639,,
10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3319913878447587,,
10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3254966916541646,,
10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3202974982524781,,
10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3355774844896554,,
10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2613167573141809,,
10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997507954191636,,
10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3221799040961595,,
10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3221277362313545,,
11.0,,,,,,0.0643975826802604,0.4674750058412519,,,,0.1558259046456076,,,,0.3950444274572525,0.377215940018005,0.3136601814171965,,,0.3424252512450263,0.2824039248876779,,,,0.364234570844518,,,,,,,0.1786778838508892,,,0.4221582810424691,,,
12.0,,,,,,,,,,,,,,,,,0.3257892981045907,,,0.3653219614816403,,0.4518790924814195,,,,,,,,,,,,,0.4115976923479513,,,
12.5,,,,,,,,,,,,,,,,,0.7569364731124117,,,,,,,,,,,,,,,,,,,,,
13.0,,,,,,,,,,,,,,,,,0.3346047650294787,,,,,,,,,,,,,,,,,,,,,
14.0,,,,,,,,,,,0.1100506637223859,,,,,,0.282049228882554,,,,,,,,,,,,,,,,,,0.4317750278510712,,,
15.0,0.4860461233091295,0.0458037642594124,0.2994255100927495,0.0975909845707586,0.1165668261424117,,,0.6498762590417797,0.4389044365246307,0.2176434318662304,,0.2898080547563747,0.3934909343950381,0.1101860999033255,,0.377215940018005,0.3136601814171965,0.8774424550813048,0.1680475581629376,,,0.437144369819761,0.4728720427800358,0.4212150010760204,,0.2478579767356779,0.376542946396614,0.1062555793197143,0.4324947352844484,0.2812105603386811,0.2869892116222474,,0.1016120373703234,0.3089070766280065,,0.2850034322932346,0.2066375707616208,0.7143999025294652
16.0,0.5218978938382681,0.8372470031950174,0.3117979382861477,0.9135301788663368,0.999992154109222,0.9999999910618244,0.4646302493296544,0.1724161911851474,0.437872694042414,0.2122199110866038,0.111832326398828,0.2978561413034286,0.408393335995189,0.0615754940149618,0.3756808364810495,0.3956494403978177,0.7542622687480884,0.6515085376429045,0.9883778640693937,0.3451332823494221,0.2614291455834765,,0.5101521685314672,0.4283684129625536,0.3641630727970395,0.2483089385328915,0.3928690057465173,0.999998000968648,0.4476842768374543,0.3036914484179546,0.2933508596666877,0.1988888319735867,0.7603885460122171,0.8282095867596948,,0.9758688248029396,0.999999980601722,0.1888072508085584
16.5,,,,,,,,0.2290221166092708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,0.2245370547655049,0.0295115286744103,0.2994255100927495,0.0975909845707586,0.1165668261424117,0.0295719185590408,0.4674750058412519,0.0621781981155736,0.4389044365246307,0.2176434318662304,0.9954045701475616,0.2898080547563747,0.3934909343950381,0.1101860999033255,0.3832579861114646,0.377215940018005,0.3136601814171965,0.1145962447832101,0.1680475581629376,0.3424252512450263,0.2824039248876779,,0.1839795778113339,0.4212150010760204,0.3701952188042684,0.2478579767356779,0.376542946396614,0.1062325443763196,0.4324947352844484,0.9428626888689076,0.2869892116222474,0.1798803942718365,0.0944012925277136,0.7084095464478758,,0.2849653288884854,0.5138510495514496,0.5198570148710757
18.0,0.2240771129349119,0.0298027026755697,0.3137179053698954,0.0611161835707841,0.0036684228388845,0.0317187600789304,0.4644141143347243,0.1784994873565736,0.4407630618384215,0.2044876201917802,0.1108262063274909,0.2972173030607247,0.4090059569882783,0.0591135963412528,0.3652148140555898,0.3938869424590004,0.5889771345340375,0.0825536426307048,0.1596233146644675,0.3381195432967625,0.2569318510120816,0.4509903269743726,0.1629689504988743,0.4322088657843691,0.3490884513859867,0.1237142703121183,0.4039811840779687,0.0878525066210869,0.4613775727170046,0.3007763936351318,0.2843551427595193,0.1799590810235543,0.0905221518838658,0.3292682416226891,0.4246165700906493,0.2865924778136121,0.6658876036492039,0.0496799244315784
19.0,0.5806557407512051,0.0346083618125961,0.6078006786269262,0.7772222514186412,0.6142695038516961,0.0275156380613792,0.4659947035914846,0.5403260398429526,0.4435672327641522,0.7523000595382081,0.1313648293297221,0.2554143789380599,0.368638363121512,0.0678599561220319,0.3819035350069248,0.4111221944325216,0.4777398573100983,0.106837419344415,0.18828453923082,0.3624586974615987,0.2246512112006002,0.4670215026519993,0.999973550942452,0.3963422240188963,0.3674718857169654,4.376220320772692e-18,0.3420588957506906,0.4034397374374699,0.4539681911216711,0.3153034559607721,0.9503858838026978,0.1823141176562202,0.1030430640675057,0.351675249833078,0.4344578927635201,0.776597601309639,0.2504320700752815,0.3606579875505898
20.0,0.1544573759036996,0.0521652254724376,0.2584842585332719,0.3120414032276643,0.060097509260029,0.8991379132734787,0.4616990464198981,0.0008478044264756,0.4155728790651979,0.1524387537402424,0.1572057170826766,0.255760585305308,0.368638363121512,0.0496552669515631,0.4330556680248789,0.3549603109943729,0.2644019994717358,0.0533683793974726,0.107713038815354,0.3860489114725922,0.2243876819116267,0.4891951865598682,0.332449154160948,0.4405650961271407,0.407237950618217,0.8790892524853535,0.3317667117438788,0.2547361166091546,0.6023352404662955,0.3819639322054195,0.3526495717681289,0.1846793207192518,0.156318440135436,0.4071341891418965,0.4505958057066255,0.2017389949201266,0.7346479588712591,0.4352371227355705
21.0,0.7283784162413258,0.0325580808921545,0.3290907743578752,0.07318274181017,0.1428300892204492,0.0610250536118717,0.4676866535936524,0.1993691515191122,0.448112714627256,0.2482546226542239,0.1403437485818235,0.3100471746523252,0.4180669274260359,0.0896608228397331,0.3978822503569694,0.4055660406692763,0.3439069596927672,0.104271533025697,0.1851391140554953,0.3633755060573288,0.2869695213562131,0.4716443651994541,0.1924871315234809,0.4385458659044248,0.3819147164192783,0.2713495842379821,0.4122315441031115,0.7877115896685287,0.4590983145097345,0.3237759932210625,0.3123684960704504,0.165333084285213,0.5528494198171016,0.3579930407189671,0.4353928128160652,0.7948424808185989,0.2512329198318135,0.569939182187942
22.0,0.2405788892087228,0.032611763210991,0.3238654212243153,0.07236845372256,0.9919954045821732,0.0611269419575845,0.4653267034391042,0.0587360677054967,0.4373237116053744,0.0955364409673632,0.1558259046456076,0.0176365189755173,0.4063079737685765,0.0917201267614058,0.3889285047756706,0.1067315782201801,0.3275087002148979,0.9994653287232648,0.1707488797772577,0.3508134026925415,0.2806366426305353,0.4618643077800349,0.1762988652121976,0.4308900527688216,0.3773189641471,0.2559250586856211,0.7753382320290331,0.1161010732961857,0.4470547885632612,0.3259014218166013,0.3018791047680649,0.1652234243588755,0.1078414580608609,0.3357082144914103,0.4306394221890643,0.2910757286407559,0.2193310031889992,0.3184570339165448
23.0,0.2204479402482865,0.0069114178875246,0.3141876868092257,0.0143820967654526,0.4301564260271807,0.0334177549976064,0.4652758824875582,1.262251958202674e-26,0.4442577942780642,0.0005624082192297,0.9835034396582938,0.3025111399594279,0.4066142300767441,0.0579768717801153,0.3832579861114646,0.4025534308000413,0.3243194532675195,0.0825032309706249,0.0765565348843909,6.092820928050984e-08,0.2639685785439174,0.4675083325525608,0.0380184050407321,0.4380792990955797,0.3701952188042684,0.1191572895125334,0.4092707531477424,0.0116409704992164,0.4579393795918449,0.3090650073813329,0.2933508596666877,0.1832093447748881,1.2316518283341129e-17,0.0010779994640378,0.4317750278510712,0.0455964636190674,0.001491527624967,0.1870476346396574
24.0,0.4619991465009495,0.0148085531285414,0.2584842585332719,0.037499217965174,0.2173810687865631,0.0275566497313932,0.4707018213604934,0.2447674970676925,0.42526690311464,0.4706597992534629,0.0990803209051228,0.2557287653367382,0.368638363121512,0.0500054095384167,0.3454069802421532,0.614263825629207,0.2644019994717358,0.053409109233181,0.2215778590831115,0.3098379932802737,0.2483753231690553,0.5819667108305111,0.2467363925689052,0.4076268386318123,0.3297023425235822,0.4593860661126888,0.2238334081389382,0.4467829770214661,0.604358216264836,0.4230882055675212,0.8531341818350426,0.1659017155021719,0.0485629607194857,0.4840761053547199,0.4115976923479513,0.2017389949201266,0.3895751127405026,0.5052710185210683
25.0,0.6289915003877871,0.0525374482847729,0.3474699292351607,0.1163889843891924,0.0076237444675033,9.701774898523763e-15,0.4707018213604934,0.0029514375578648,0.4596485963496219,0.295543231712113,0.1586104747847512,0.0007174669672867,0.173060602025804,0.1132624715541515,0.4171306260578483,0.4241359235684861,0.384394116641995,0.1520676148734511,0.2173994153651317,0.3768802969161508,0.3209388152826626,0.6550164575792733,0.2467363925689052,0.4630657269559619,0.4014203639692337,0.2893813641080722,0.8886145052071328,6.296036048323583e-63,0.4894236990323304,0.9508546475740864,0.3435092540194877,0.1845131377195162,0.0215601569601467,0.4071341891418965,0.448532452083079,0.0257052273228969,0.0663584227216943,0.653184018861489
26.0,0.3839844498480495,0.0148085531285414,0.4812736360535831,0.0374748837481843,0.060097509260029,0.0274881114216679,0.4616990464198981,0.0827580414277687,0.4155728790651979,0.1524387537402424,0.1142164371672849,0.2554143789380599,0.3911097924932537,0.0498349571011544,0.3451159570483586,0.3549603109943729,0.2644019994717358,0.8577600138998641,0.3434182978263637,0.3098379933808734,0.2243876819116267,0.3932840228771894,0.1018562515164897,0.3963422240188963,0.3297023425235822,0.4593821627371373,0.3317667117438788,0.3011720735456597,0.3982956530787942,0.5466531264935262,0.2417323461170933,0.154847908775709,0.0485629607194857,0.4317743135602283,0.4034418454348975,0.2017389949201266,0.3244353796135255,0.5051882012084732
27.0,0.2541000517438826,3.89307308372694e-07,0.1401610088946553,0.629935275004196,0.0058298708691376,0.0497305848248198,0.4669656507556896,0.0365233846245252,0.4472789948435972,0.2363913857471778,0.1313244652362713,0.0003301161041502,0.4173688997474897,1.748595414487667e-14,0.3819035350069248,0.403698367140399,0.1520684358389997,0.1069783899053882,0.107713038815354,0.3467755475960623,0.2770150264205522,0.3932840228771894,0.173954350708883,0.438167794572797,0.3297023425235822,2.391761863335006e-21,0.177555746068587,4.051768532667153e-115,0.4652243079587862,0.4232736381459702,0.1334989692177752,0.1823704521073107,0.04988521564035,0.5726985620363444,0.4344578927635201,0.3122155628941259,0.5299837800004724,0.3614295103857255
27.5,,,,,,,,,,,,,,,,,,,,,,,,,0.3434499739015083,,,,,,,,,,,,,
28.0,0.2193106926925629,0.0332178761707689,0.3047315368137602,0.0716341627057573,0.1130250830441415,0.040968660763525,0.464881999078505,0.1538797252361072,0.4357958476980235,0.1898437801998748,0.1270037515030532,0.2963515653213386,0.394054096767693,0.087150090662186,0.3677507404944989,0.3838421907205314,0.3229452333618072,0.0934952889468486,0.14767632594211,0.3437597411172261,0.2509882336989506,0.6356316626864008,0.1481343498538221,0.4248230861971747,0.3511295685015037,0.2590793038969329,0.3857285060411995,0.09824418325266,0.4480517622962992,0.2711297925194589,0.284692015797965,0.173753205828191,0.0900679324981751,0.5163172540281381,0.4214672112476697,0.2814967745999419,0.4524134355237887,0.6688209910120745
29.0,0.2043333802454979,2.372507113597974e-20,0.0005914397549539,0.99999888332057,0.0071615321478113,0.0337251090772336,0.4621115156197461,0.3760317370527639,0.4302350099414736,0.3104487061185922,0.1170783715843715,0.2891204473165535,0.3872846251083532,0.0583230793078645,0.3549926051460743,0.3806367783077584,0.1158646716175098,0.0101078600007479,0.1515682492497397,0.3359096999780286,0.2509156372600805,0.635635456504339,0.1481343498538221,0.4198938707976018,0.367219854953381,0.2417413929868305,0.7270087234043551,0.7277367685360915,0.3219262260152012,0.2896928677761031,0.2729836879016513,0.6722068036121551,0.0756632289396004,0.3061515766676785,0.4257229205421787,0.5621864544996976,0.4415855857055619,0.3883661859674828
29.5,,,,,,,,,,,,,,0.0682607916921835,,,,,,,,,,,,,,,,,,,,,,,,
30.0,0.2154396442477302,0.0227022059601257,0.3120935319922992,0.8383734550923404,0.143850224263874,0.0416727192604721,0.4627289844191233,0.6912677158483675,,0.3933933628757089,0.1204385394387279,0.2957580342772101,0.3989175199687517,0.0676120819907174,0.3697751405431014,0.3900121655282854,0.3157505239435237,,0.1685699182637156,0.3427619693467421,0.9965802818008762,0.1352232772087146,0.4865912648037251,0.7272821092728288,0.3569914501364307,0.2494028871219066,0.3911620490015261,0.0004740942739451,0.6693557281601462,0.2758644981108014,0.5691641642818596,0.1665317298537088,0.6382786130063903,0.6665562413352675,0.4299716552081013,0.3058618784565308,1.0364936843574169e-11,0.3457264776742457
31.0,0.2343308078367092,0.9999895234591364,0.3126365684361711,0.9467790715324954,0.1166750378371997,0.0408469595287249,0.4655590708806651,0.6822196157380626,0.4305834389740094,0.2186917975994614,0.1248844992311565,0.2950384753053202,0.408393335995189,0.014751866439263,0.3736101610644342,0.3928491566989578,0.5765037014400961,,0.9504799983686576,0.3470386409943408,0.2708994510431796,0.4551051052440636,0.1711400141230285,0.43152076907213,0.3671546699492214,0.2636403144782582,0.3979716132993613,0.8995633328529156,0.666037802205192,0.5475082725551346,0.294387099476509,0.1731389647176913,0.661815740430449,0.5447679118885592,0.4262320610713498,0.9999413524111638,0.8123559634076971,
31.25,,,,,,,,,,,0.1178039762562999,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5,,,,,,,,,,,0.1353529640530197,,,,,,,,,,,,,,,,0.4216170247604596,,,,,,,0.497325076768381,,,,
31.75,,,,,,,,,,,0.1154976700793543,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,0.5072923885053098,0.9026245214396988,0.9949478228823412,0.7726880539432082,0.1187658978403602,7.038132823131691e-10,0.4627447355362114,0.9639159970628834,0.4345673805048437,0.2100118214638775,0.1154978875862093,0.2950384753053202,0.3883701425833979,0.0626304274693326,0.3958085957818674,0.3923856447597307,0.3298035680367025,0.745634595744004,1.691559117249208e-18,0.3437227190338578,0.2622702089271449,0.4553371341010179,,0.4296655656047049,0.363652142089425,0.0061451615015429,0.2379253366759909,0.3083049356711991,0.6772504291270539,0.0998435683617461,0.5680461913414624,0.1936904918500519,0.0158773300622689,0.298463040167352,0.4239460285511698,0.2803285218256915,0.0608896647039459,0.5533180616038735
33.0,0.5014107495558069,0.0388932386889716,0.3105367637725766,0.0521986981949422,0.1271894220654095,0.0409441403032785,,0.9746835379399972,0.4325809049958398,0.4993086696413478,0.1129913966920205,0.2978122064885688,0.3883701425833979,0.0784373062223051,0.4008391134364205,0.3956494403978177,0.1297702345812361,0.0023760404617182,0.1719965965268595,0.3391952677089945,0.2606525607440484,0.7837176946041755,0.1532061641197618,0.4371557489503961,0.8956706399527297,0.1004424484663606,0.3971380506651094,0.7237365566782228,0.4570182824197923,0.3262625965618566,0.292586303567494,0.2170030726036757,0.1091424276134551,0.3191833110525534,0.4276785509992891,0.2838440121479788,0.9999996997865064,0.7671571577106724
33.333333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3208099252124024,,
33.666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3208099252124024,,
34.0,0.0430940822945335,0.0148085531285414,0.3578732774055685,2.831594276990131e-23,0.065422282982861,0.0586441203961762,0.4707018213604934,0.3710657815950384,0.4681504235219299,0.295543231712113,0.1572956748179994,0.3323865069502202,0.4330976741735704,0.1096284287435921,0.4251694288098681,0.5834822016618032,2.6001382859583942e-08,0.1390834281014532,0.6459236101946557,0.3768802969161508,0.3209388152826626,0.5819463499206754,0.2591427934480396,0.4630657269559619,0.3297023425235822,0.2969838143223524,0.0797963374995708,0.4344178150215376,0.4894236990323304,0.1749345183635867,0.2997817716643492,0.1845131377195162,0.156318440135436,0.0742068520931855,0.4440169308609213,0.3781035477878538,0.1486001510983947,0.0606686786959769
35.0,0.2245370547655049,0.0458037642594124,0.2994255100927495,0.0975909845707586,0.3548379460672771,0.0643975826802604,0.4674750058412519,0.1543873855070127,0.4389044365246307,0.2176434318662304,0.1558259046456076,0.2898080547563747,0.3934909343950381,0.1101860999033255,0.3950444274572525,0.377215940018005,0.3136601814171965,0.1145962447832101,0.1680475581629376,0.3424252512450263,0.2824039248876779,0.437144369819761,0.1839795778113339,0.4212150010760204,0.364234570844518,0.2478579767356779,0.376542946396614,0.1062174067987911,0.4324947352844484,0.2812105603386811,0.2869892116222474,0.1786778838508892,0.1016120373703234,0.3089070766280065,0.4221582810424691,0.2849653288884854,0.2066375707616208,0.3351967006083944
36.0,0.2441640360375381,5.088261072570499e-09,0.3221063543650834,0.0712727944671834,4.510654891078695e-05,0.0421200619845482,0.464555728925657,0.1986172259189051,0.4469726703597188,0.082511317761103,0.1264236929868406,0.3043172194244632,0.4151634946737396,0.0782661274689876,0.3790506174823753,0.399847874726478,0.3428190924389344,0.0992771532532487,0.1865909903218355,0.3602070061734448,0.2742718094032482,0.4516276618737909,0.1868779611946333,0.4362980514486386,0.3626991442580494,0.2781267412608461,0.3990481541310605,0.0184128919358563,0.4631375432817018,0.1137539449083466,0.1334392326284455,0.1739577763399474,0.0224670752795031,0.3461809174605916,0.4254816400255934,0.3094175341111656,0.1011574297728363,0.186597509436269
37.0,0.2345047245704244,0.0291695294387086,0.3193171839367107,3.66338196708869e-05,0.1166881689167067,0.0479451784073808,0.4656093404372281,0.4262802007012258,0.4392448945820106,0.2306276095498678,0.1247972064062983,0.3017763771435463,0.408393335995189,0.0695732440827405,0.3873026233546166,0.3978122614898537,0.3259139391299024,0.0760268071428369,0.1648275995692943,0.3499177287722292,0.2708994510431796,0.4617913552624362,0.1711400141230285,0.43152076907213,0.3786386607374051,0.2533905176060638,0.6085086565106,0.1062101381919482,0.442779583256581,0.5587101367015845,0.2997817716643492,0.17313894930197,0.0430118327641977,0.3396019180888232,0.4292921767114482,0.1201369164936204,0.2143548764262825,0.5725090379751707
38.0,0.2441640360375381,3.811241220096619e-05,0.3221063543650834,0.0726890282584154,0.0135555215994557,3.443948960635675e-07,0.4669142322422173,0.0168650697387291,0.4469726703597188,4.0589212224168033e-13,0.1262649634925933,0.3043172194244632,0.3911097924932537,0.9999999932154928,0.3790506174823753,0.3924774980460422,0.1482575522830145,0.0992771532532487,9.92894704005614e-21,0.3602070061734448,0.2725455492992445,0.6723100814657651,0.870215027709267,0.4362980514486386,0.3626991442580494,0.2781267412608461,0.3990481541310605,0.0162121141134106,0.4146594940912548,0.3108049310747297,0.2957904620025387,0.1728616921521162,0.1469642538708605,0.3461809174605916,0.4280377145922578,0.3094175341111656,0.2599804639938121,0.1897072168929163
